Key,position,lastname,firstname,nationality,age,date of birth,WST Rider ID,fis code,number of results,points,
BabilonFelix,1400,Babilon,Felix,GER,,,100789,,1 / (1),6.65,Babilon
LangTim,1401,Lang,Tim,SUI,,,99520,,1 / (1),6.63,Lang
BarthIvan,1402,Barth,Ivan,ARG,,,99143,,2 / (2),6.6,Barth
YanagiKokoro,1403,Yanagi,Kokoro,JPN,,,100750,,1 / (1),6.59,Yanagi
JurvaTuukka,1404,Jurva,Tuukka,FIN,,,97427,,1 / (1),6.51,Jurva
ItoSena,1405,Ito,Sena,JPN,,,100751,,2 / (2),6.49,Ito
GibbsKaleb,1406,Gibbs,Kaleb,USA,,,97803,,1 / (1),6.49,Gibbs
PlatzPhileas,1407,Platz,Phileas,CAN,,,99967,,1 / (1),6.47,Platz
ItokawaKohei,1408,Itokawa,Kohei,JPN,,,99473,,1 / (1),6.47,Itokawa
CordovaAlfonso,1409,Cordova,Alfonso,ISL,,,101058,,1 / (1),6.41,Cordova
NeugebauerLeon,1410,Neugebauer,Leon,AUT,,,95198,,1 / (1),6.39,Neugebauer
TaharaHoshun,1411,Tahara,Hoshun,JPN,,,98214,,3 / (3),6.39,Tahara
KurbisRiley,1412,Kurbis,Riley,CAN,,,101051,,1 / (1),6.36,Kurbis
LorenzoLluc,1413,Lorenzo,Lluc,ESP,,,100569,,1 / (1),6.35,Lorenzo
FitzeLuan,1414,Fitze,Luan,SUI,,,99993,,1 / (1),6.31,Fitze
ByeAksel,1415,Bye,Aksel,NOR,,,100816,,1 / (1),6.28,Bye
KoboriTakayuki,1416,Kobori,Takayuki,JPN,,,95106,,1 / (1),6.23,Kobori
OostdijkMees,1417,Oostdijk,Mees,NED,,,90841,9400055,1 / (1),6.23,Oostdijk
LymanBenjamin,1418,Lyman,Benjamin,USA,,,98048,,1 / (1),6.16,Lyman
SheltonAndrew,1419,Shelton,Andrew,USA,,,100001,,1 / (1),6.15,Shelton
CastellucciaEdoardo,1420,Castelluccia,Edoardo,ITA,,,97246,,1 / (1),6.14,Castelluccia
JonesCooper,1421,Jones,Cooper,USA,,,100917,,1 / (1),6.11,Jones
ThieffenatTim,1422,Thieffenat,Tim,FRA,,,100073,,1 / (1),6.1,Thieffenat
ConnellNicolas,1423,Connell,Nicolas,CAN,,,100584,,1 / (1),6.08,Connell
ErbMaxime,1424,Erb,Maxime,SUI,,,99960,,1 / (1),5.99,Erb
ErkaevKonstantin,1425,Erkaev,Konstantin,RUS,,,78038,9480386,1 / (1),5.95,Erkaev
CigovskiMaksim,1426,Cigovski,Maksim,MKD,,,100623,,1 / (1),5.94,Cigovski
SmallJakob,1427,Small,Jakob,USA,,,100876,,1 / (1),5.93,Small
NambaMahato,1428,Namba,Mahato,JPN,,,100822,,1 / (1),5.91,Namba
TanakaMikiya,1429,Tanaka,Mikiya,JPN,,,99475,,2 / (2),5.9,Tanaka
TaukNafez,1430,Tauk,Nafez,LIB,,,98199,,1 / (1),5.89,Tauk
OrsagPavel,1430,Orsag,Pavel,CZE,,,100892,,1 / (1),5.89,Orsag
ClavelMichael,1430,Clavel,Michael,ITA,,,99898,,1 / (1),5.89,Clavel
BodrugNicholas,1433,Bodrug,Nicholas,USA,,,97838,,1 / (1),5.87,Bodrug
RoigEric,1434,Roig,Eric,ESP,,,100561,,1 / (1),5.83,Roig
KohlOscar Maria,1435,Kohl,Oscar Maria,SUI,,,99988,,1 / (1),5.83,Kohl
BayerBlake,1435,Bayer,Blake,USA,,,100971,,1 / (1),5.83,Bayer
MarzelouskiPablo,1437,Marzelouski,Pablo,ESP,,,97303,,1 / (1),5.79,Marzelouski
YoshidaKota,1438,Yoshida,Kota,JPN,,,93165,,1 / (1),5.77,Yoshida
NomuraKoji,1439,Nomura,Koji,JPN,,,96868,,1 / (1),5.76,Nomura
KiyotaKenshin,1440,Kiyota,Kenshin,JPN,,,99495,,2 / (2),5.69,Kiyota
MelansonEthan,1441,Melanson,Ethan,CAN,,,101052,,1 / (1),5.68,Melanson
FelixNico,1442,Felix,Nico,SUI,,,98635,,1 / (1),5.66,Felix
FuksikJakob,1443,Fuksik,Jakob,GER,,,100785,,1 / (1),5.64,Fuksik
RutonenOsku,1444,Rutonen,Osku,FIN,,,100684,,1 / (1),5.63,Rutonen
TributschDavid,1445,Tributsch,David,AUT,,,101102,,1 / (1),5.55,Tributsch
StanekJarek,1446,Stanek,Jarek,FIN,,,97147,,1 / (1),5.55,Stanek
RoeoesliMattia,1447,Roeoesli,Mattia,SUI,,,100949,,1 / (1),5.53,Roeoesli
RanningerMario,1448,Ranninger,Mario,AUT,,,101121,,1 / (1),5.51,Ranninger
MüllerMax,1449,Müller,Max,SUI,,,99989,,1 / (1),5.5,#N/A
VoegtleDeclan,1450,Voegtle,Declan,USA,,,99531,,1 / (1),5.5,Voegtle
HatanoShoma,1451,Hatano,Shoma,JPN,,,98154,,1 / (1),5.48,Hatano
EwaslloOwen,1452,Ewasllo,Owen,CAN,,,100585,,1 / (1),5.42,Ewasllo
CharronOwen,1453,Charron,Owen,CAN,,,100646,,1 / (1),5.37,Charron
BottcherThore,1454,Bottcher,Thore,NOR,,,100714,,1 / (1),5.35,Bottcher
HuberLuc,1455,Huber,Luc,SUI,,,99990,,1 / (1),5.34,Huber
BrilletLeon,1456,Brillet,Leon,FRA,,,100553,,1 / (1),5.32,Brillet
NegishiRyota,1457,Negishi,Ryota,JPN,,,100823,,1 / (1),5.28,Negishi
StefanssonStefan Solvi,1458,Stefansson,Stefan Solvi,ISL,,,100171,,1 / (1),5.25,Stefansson
HaberzettlVincent,1459,Haberzettl,Vincent,SUI,,,99991,,1 / (1),5.18,Haberzettl
KnightJacob,1460,Knight,Jacob,USA,,,96966,,1 / (1),5.17,Knight
HeserLeander,1461,Heser,Leander,GER,,,100786,,1 / (1),5.15,Heser
ThorleifssonAsgeir Thor,1462,Thorleifsson,Asgeir Thor,ISL,,,101059,,1 / (1),5.11,Thorleifsson
ArahiraRei,1463,Arahira,Rei,JPN,,,100731,,1 / (1),5.08,Arahira
FritzLeo Angelo,1464,Fritz,Leo Angelo,NOR,,,100613,,1 / (1),5.07,Fritz
LaminieTheo,1464,Laminie,Theo,FRA,,,97373,9190510,1 / (1),5.07,Laminie
MelansonRodden,1466,Melanson,Rodden,CAN,,,101053,,1 / (1),5,Melanson
KimotoTatsuya,1467,Kimoto,Tatsuya,JPN,,,99672,,1 / (1),4.97,Kimoto
MooserMaximilian,1468,Mooser,Maximilian,GER,,,100956,,1 / (1),4.9,Mooser
MontefuscoFederico,1469,Montefusco,Federico,ITA,,,99920,,1 / (1),4.89,Montefusco
KroellLukas,1470,Kroell,Lukas,AUT,,,97874,,1 / (1),4.87,Kroell
LamonLucien,1470,Lamon,Lucien,SUI,,,97639,,1 / (1),4.87,Lamon
DerungsLaurin,1472,Derungs,Laurin,SUI,,,98342,,1 / (1),4.85,Derungs
DamianoBoomer,1473,Damiano,Boomer,USA,,,100906,,1 / (1),4.84,Damiano
GarciaManel,1474,Garcia,Manel,AND,,,100543,,1 / (1),4.82,Garcia
PetrotnikMatija,1475,Petrotnik,Matija,AUT,,,101111,,1 / (1),4.78,Petrotnik
LarkialaDennis,1476,Larkiala,Dennis,FIN,,,96549,,1 / (1),4.77,Larkiala
KonnoRyushin,1477,Konno,Ryushin,JPN,,,98295,,1 / (1),4.74,Konno
Uhlmann-BirchmeierLeo,1478,Uhlmann-Birchmeier,Leo,SUI,,,98591,,1 / (1),4.69,Uhlmann-Birchmeier
SchwabLeo,1479,Schwab,Leo,GER,,,100787,,1 / (1),4.66,Schwab
OtaShin,1480,Ota,Shin,JPN,,,99679,,1 / (1),4.65,Ota
YonkerPierce,1481,Yonker,Pierce,USA,,,98757,,1 / (1),4.63,Yonker
KrayerJulius,1482,Krayer,Julius,SUI,,,98339,,1 / (1),4.53,Krayer
BrownJose,1483,Brown,Jose,USA,,,96958,,1 / (1),4.51,Brown
FuchsDominick,1484,Fuchs,Dominick,USA,,,98053,,1 / (1),4.39,Fuchs
MollerRobin,1485,Moller,Robin,EST,,,99860,9390016,1 / (1),4.38,Moller
NashimotoArata,1486,Nashimoto,Arata,JPN,,,100748,,1 / (1),4.38,Nashimoto
SchmidGino,1487,Schmid,Gino,SUI,,,98634,,1 / (1),4.37,Schmid
PaulNiklas,1488,Paul,Niklas,AUT,,,99292,,1 / (1),4.35,Paul
KitamuraKomei,1489,Kitamura,Komei,JPN,,,100820,,1 / (1),4.34,Kitamura
CondeJeremias,1489,Conde,Jeremias,ARG,,,100203,,1 / (1),4.34,Conde
CabaleiroDavid,1491,Cabaleiro,David,ESP,,,100562,,1 / (1),4.32,Cabaleiro
GarciaGuillermo,1492,Garcia,Guillermo,ESP,,,77103,,1 / (1),4.21,Garcia
CharaklievKamen,1492,Charakliev,Kamen,BUL,,,90447,,1 / (1),4.21,Charakliev
WickNando,1494,Wick,Nando,SUI,,,98260,,1 / (1),4.21,Wick
DaytonJames,1495,Dayton,James,USA,,,100972,,1 / (1),4.19,Dayton
AlicalasSamuel Gabriel,1496,Alicalas,Samuel Gabriel,CAN,,,99353,,1 / (1),4.19,Alicalas
VidissonVidir Tristan,1496,Vidisson,Vidir Tristan,ISL,,,97452,9250060,1 / (1),4.19,Vidisson
BauerMoritz,1498,Bauer,Moritz,GER,,,100788,,1 / (1),4.18,Bauer
GoldauPaul,1499,Goldau,Paul,GER,,,100772,,2 / (2),4.15,Goldau
HiokiHiroshi,1500,Hioki,Hiroshi,JPN,,,99493,,1 / (1),4.11,Hioki
WyattRyland,1501,Wyatt,Ryland,CAN,,,100939,,1 / (1),4.09,Wyatt
WenedigMarkus,1501,Wenedig,Markus,AUT,,,101103,,1 / (1),4.09,Wenedig
VetorazziLuka,1503,Vetorazzi,Luka,AUT,,,101112,,1 / (1),4.06,Vetorazzi
MartinsEdi,1504,Martins,Edi,POR,,,99963,,1 / (1),4.05,Martins
NagasawaYusuke,1505,Nagasawa,Yusuke,JPN,,,98159,,1 / (1),4.03,Nagasawa
ChisholmNolan,1506,Chisholm,Nolan,CAN,,,97949,,1 / (1),3.97,Chisholm
ArshinovPlaton,1506,Arshinov,Platon,RUS,,,100238,,1 / (1),3.97,Arshinov
SangMartin,1508,Sang,Martin,FIN,,,100676,,1 / (1),3.93,Sang
NeshkinNikita,1509,Neshkin,Nikita,RUS,,,95153,9480697,1 / (1),3.92,Neshkin
HofbauerDominik,1510,Hofbauer,Dominik,GER,,,100952,,1 / (1),3.91,Hofbauer
Pereira AzevedoRafael,1511,Pereira Azevedo,Rafael,SUI,,,98594,,1 / (1),3.88,Pereira Azevedo
EnglandTyler,1512,England,Tyler,USA,,,100970,,1 / (1),3.87,England
Marchalle-MixDamien,1513,Marchalle-Mix,Damien,CAN,,,100012,,1 / (1),3.85,Marchalle-Mix
CuperlierNicolas,1514,Cuperlier,Nicolas,FRA,,,100554,,1 / (1),3.83,Cuperlier
SveinssonDavid Snaer,1515,Sveinsson,David Snaer,ISL,,,101060,,1 / (1),3.81,Sveinsson
HouYaowen,1516,Hou,Yaowen,CHN,,,100178,,1 / (1),3.78,Hou
KawakamiDaishi,1517,Kawakami,Daishi,JPN,,,100732,,1 / (1),3.75,Kawakami
BeckJacob,1518,Beck,Jacob,CAN,,,101094,,1 / (1),3.75,Beck
GollandCarlo Caetano,1519,Golland,Carlo Caetano,SUI,,,98351,,1 / (1),3.72,Golland
SchwartzBentley,1520,Schwartz,Bentley,CAN,,,97343,,1 / (1),3.7,Schwartz
DrechslerCarl Maria,1521,Drechsler,Carl Maria,GER,,,96282,,1 / (1),3.63,Drechsler
KieferJamie,1522,Kiefer,Jamie,SUI,,,100950,,1 / (1),3.61,Kiefer
SteindleKanua,1523,Steindle,Kanua,GER,,,100802,,2 / (2),3.56,Steindle
DarmsFynn,1523,Darms,Fynn,SUI,,,99986,,1 / (1),3.56,Darms
TokuraRyunosuke,1523,Tokura,Ryunosuke,JPN,,,91162,9300744,1 / (1),3.56,Tokura
MichaleskiJackson,1526,Michaleski,Jackson,CAN,,,99383,,1 / (1),3.55,Michaleski
PalmiterHuck,1527,Palmiter,Huck,USA,,,96939,,1 / (1),3.54,Palmiter
KushimaNobumasa,1528,Kushima,Nobumasa,JPN,,,100821,,1 / (1),3.41,Kushima
KreuzederJarko,1529,Kreuzeder,Jarko,GER,,,99969,,1 / (1),3.4,Kreuzeder
MarkeljiTit,1530,Markelji,Tit,AUT,,,101113,,1 / (1),3.36,Markelji
MaekawaYu,1531,Maekawa,Yu,JPN,,,99494,,3 / (3),3.24,Maekawa
Fidalgo DiasRafael,1531,Fidalgo Dias,Rafael,POR,,,98620,,1 / (1),3.24,Fidalgo Dias
StrokerElijah,1533,Stroker,Elijah,USA,,,100901,,1 / (1),3.22,Stroker
TamuraJunichi,1534,Tamura,Junichi,JPN,,,95188,,1 / (1),3.16,Tamura
EinarssonAnton Gudni,1535,Einarsson,Anton Gudni,ISL,,,100172,,1 / (1),3.13,Einarsson
RormarkBertil,1536,Rormark,Bertil,NOR,,,100812,,1 / (1),3.12,Rormark
VisuriTeemu,1537,Visuri,Teemu,FIN,,,100677,,1 / (1),3.12,Visuri
SchroeterLuc,1538,Schroeter,Luc,SUI,,,98606,,1 / (1),3.07,Schroeter
OstergaardMaximilian,1539,Ostergaard,Maximilian,DEN,,,100066,,1 / (1),3.03,Ostergaard
VeitchKai,1540,Veitch,Kai,CAN,,,99388,,1 / (1),2.94,Veitch
KlingspornLukas,1541,Klingsporn,Lukas,GER,,,100953,,1 / (1),2.93,Klingsporn
FeldbauerJacob,1542,Feldbauer,Jacob,USA,,,100087,,1 / (1),2.92,Feldbauer
BollagEvan,1543,Bollag,Evan,SUI,,,99961,,1 / (1),2.91,Bollag
Ranieri-TentiLudovico,1544,Ranieri-Tenti,Ludovico,ITA,,,99924,,1 / (1),2.9,Ranieri-Tenti
HiltonIorath,1544,Hilton,Iorath,GBR,,,100450,,1 / (1),2.9,Hilton
BakseviciusGabrielius,1544,Baksevicius,Gabrielius,LTU,,,88723,1783062,1 / (1),2.9,Baksevicius
SoukupJan,1544,Soukup,Jan,CZE,,,75006,,1 / (1),2.9,Soukup
RinehartKaias,1548,Rinehart,Kaias,USA,,,98040,,1 / (1),2.9,Rinehart
LemarignierLouis,1549,Lemarignier,Louis,AND,,,100544,,1 / (1),2.86,Lemarignier
BrakonierNoah,1550,Brakonier,Noah,AUT,,,98554,,1 / (1),2.84,Brakonier
OkaKotaro,1551,Oka,Kotaro,JPN,,,100819,,1 / (1),2.79,Oka
PittmanEthan,1552,Pittman,Ethan,CAN,,,101088,,1 / (1),2.78,Pittman
SuzukiYosuke,1552,Suzuki,Yosuke,JPN,,,99650,,1 / (1),2.78,Suzuki
RanzoniAndri,1554,Ranzoni,Andri,SUI,,,99987,,1 / (1),2.75,Ranzoni
HesselinkThomas,1555,Hesselink,Thomas,NED,,,100159,,1 / (1),2.73,Hesselink
AitaStefano,1556,Aita,Stefano,AUT,,,101104,,1 / (1),2.69,Aita
Porte RuizIan,1556,Porte Ruiz,Ian,AND,,,100857,,1 / (1),2.69,Porte Ruiz
MacNeilLiam,1556,MacNeil,Liam,CAN,,,100940,,1 / (1),2.69,MacNeil
GiessAustin,1559,Giess,Austin,AUT,,,101114,,1 / (1),2.67,Giess
GipiskisJonas,1560,Gipiskis,Jonas,LTU,,,100094,1783075,1 / (1),2.63,Gipiskis
BischofsbergerAndri,1561,Bischofsberger,Andri,SUI,,,99962,,1 / (1),2.59,Bischofsberger
CaseyZach,1562,Casey,Zach,USA,,,96943,,1 / (1),2.57,Casey
RothenbühlerLuca,1563,Rothenbühler,Luca,SUI,,,100251,,1 / (1),2.55,#N/A
PilonAdam,1564,Pilon,Adam,USA,,,94016,,1 / (1),2.53,Pilon
KannoHiroka,1565,Kanno,Hiroka,JPN,,,100733,,1 / (1),2.46,Kanno
DavidsonCohen,1566,Davidson,Cohen,CAN,,,101044,,1 / (1),2.44,Davidson
SteigerOtto,1567,Steiger,Otto,GBR,,,99966,,1 / (1),2.43,Steiger
MarcelliMatteo,1568,Marcelli,Matteo,ITA,,,97249,,1 / (1),2.42,Marcelli
NyveltNico,1568,Nyvelt,Nico,AUT,,,98374,,1 / (1),2.42,Nyvelt
Del RueNathan,1570,Del Rue,Nathan,FRA,,,100555,,1 / (1),2.37,Del Rue
PetkevicusRytas,1571,Petkevicus,Rytas,CAN,,,100582,,1 / (1),2.34,Petkevicus
HynynenRoope,1572,Hynynen,Roope,FIN,,,100678,,1 / (1),2.32,Hynynen
PolkeMoritz,1573,Polke,Moritz,GER,,,100780,,1 / (1),2.3,Polke
YanChuan,1574,Yan,Chuan,CHN,,,96898,,1 / (1),2.29,Yan
FischerCedric,1575,Fischer,Cedric,SUI,,,98348,,1 / (1),2.27,Fischer
DavidsonZander,1576,Davidson,Zander,USA,,,97834,,1 / (1),2.25,Davidson
NakagawaToma,1577,Nakagawa,Toma,JPN,,,98291,,1 / (1),2.17,Nakagawa
BarandunIlja,1578,Barandun,Ilja,SUI,,,99984,,1 / (1),2.1,Barandun
ViktorssonViktor Franklin,1579,Viktorsson,Viktor Franklin,ISL,,,100022,9250073,1 / (1),2.08,Viktorsson
RingdorferMarco,1579,Ringdorfer,Marco,AUT,,,100510,,1 / (1),2.08,Ringdorfer
RomeroFrancisco,1579,Romero,Francisco,ESP,,,94873,9490224,1 / (1),2.08,Romero
AurellMatous,1582,Aurell,Matous,CZE,,,100158,,1 / (1),2.05,Aurell
RondepierreMalo,1583,Rondepierre,Malo,FRA,,,100069,,1 / (1),2.01,Rondepierre
GiessMiles,1584,Giess,Miles,AUT,,,101115,,1 / (1),1.99,Giess
PfisterJoel,1585,Pfister,Joel,SUI,,,98346,,1 / (1),1.94,Pfister
EgleVyacheslav,1586,Egle,Vyacheslav,RUS,,,88417,9480539,1 / (1),1.94,Egle
PolattyBrenner,1587,Polatty,Brenner,USA,,,97812,,1 / (1),1.93,Polatty
KanazashiDaisuke,1588,Kanazashi,Daisuke,JPN,,,89471,,1 / (1),1.91,Kanazashi
CervosOriol,1589,Cervos,Oriol,ESP,,,100563,,1 / (1),1.9,Cervos
MotekiTomohiko,1590,Moteki,Tomohiko,JPN,,,95101,,1 / (1),1.86,Moteki
BrandlMatteo,1591,Brandl,Matteo,GER,,,100781,,1 / (1),1.84,Brandl
BishopMax,1592,Bishop,Max,CAN,,,101089,,1 / (1),1.83,Bishop
BrettEli,1593,Brett,Eli,CAN,,,101045,,1 / (1),1.82,Brett
KeizerTibbe,1594,Keizer,Tibbe,NED,,,100839,,1 / (1),1.81,Keizer
LeeAiden,1595,Lee,Aiden,CAN,,,100643,,1 / (1),1.79,Lee
GrafVincent,1596,Graf,Vincent,SUI,,,99985,,1 / (1),1.78,Graf
BinggeliNik,1597,Binggeli,Nik,SUI,,,99621,,1 / (1),1.78,Binggeli
GronlundOlav,1598,Gronlund,Olav,NOR,,,100715,,1 / (1),1.77,Gronlund
MurayamaTomoya,1598,Murayama,Tomoya,JPN,,,89635,,1 / (1),1.77,Murayama
SolbergSindre,1598,Solberg,Sindre,NOR,,,97689,,1 / (1),1.77,Solberg
VeitchEthan,1601,Veitch,Ethan,CAN,,,99381,,1 / (1),1.75,Veitch
MacHicaoLorenzo,1602,MacHicao,Lorenzo,CHI,,,97544,9110027,1 / (1),1.7,MacHicao
TALBOT-JONESJonathan,1603,TALBOT-JONES,Jonathan,CAN,,,83745,,1 / (1),1.65,TALBOT-JONES
SatoKenta,1604,Sato,Kenta,JPN,,,99487,,1 / (1),1.64,Sato
OehlerFinn,1605,Oehler,Finn,SUI,,,98628,,1 / (1),1.62,Oehler
IsaacsRogan,1606,Isaacs,Rogan,USA,,,99534,,1 / (1),1.61,Isaacs
GowerBrett,1607,Gower,Brett,CAN,,,100652,,1 / (1),1.6,Gower
ShilwariInam,1608,Shilwari,Inam,NOR,,,100813,,1 / (1),1.56,Shilwari
MaaninkaTuukka,1609,Maaninka,Tuukka,FIN,,,100679,,1 / (1),1.54,Maaninka
HarrellNathan,1610,Harrell,Nathan,USA,,,101070,,1 / (1),1.53,Harrell
NangKanel,1611,Nang,Kanel,USA,,,100088,,1 / (1),1.46,Nang
Van De LangenbergElijah,1612,Van De Langenberg,Elijah,NED,,,99974,,1 / (1),1.46,Van De Langenberg
SullivanThadeus,1613,Sullivan,Thadeus,USA,,,98034,,1 / (1),1.45,Sullivan
AloyTeiva,1614,Aloy,Teiva,FRA,,,100549,,1 / (1),1.42,Aloy
BabilonDavid,1615,Babilon,David,GER,,,100782,,1 / (1),1.38,Babilon
ParackaTobias,1616,Paracka,Tobias,SVK,,,101141,,1 / (1),1.37,Paracka
OhashiKaito,1617,Ohashi,Kaito,JPN,,,97907,,1 / (1),1.37,Ohashi
VosahloJakub,1617,Vosahlo,Jakub,CZE,,,99373,,1 / (1),1.37,Vosahlo
GarvilaVietar,1619,Garvila,Vietar,AUT,,,101098,,1 / (1),1.32,Garvila
FisherBen,1619,Fisher,Ben,CAN,,,100941,,1 / (1),1.32,Fisher
BrandnerMichael,1621,Brandner,Michael,AUT,,,101116,,1 / (1),1.32,Brandner
CaprezMauro,1622,Caprez,Mauro,SUI,,,98336,,1 / (1),1.29,Caprez
GrummerChance,1623,Grummer,Chance,USA,,,100902,,1 / (1),1.28,Grummer
AndrasonHilmar Pall,1624,Andrason,Hilmar Pall,ISL,,,101061,,1 / (1),1.26,Andrason
StojchevskiHristijan,1624,Stojchevski,Hristijan,MKD,,,99801,,1 / (1),1.26,Stojchevski
IshidaTakuya,1626,Ishida,Takuya,JPN,,,91426,,1 / (1),1.24,Ishida
TakadaYoshitaka,1627,Takada,Yoshitaka,JPN,,,100734,,1 / (1),1.22,Takada
LaneTerry,1628,Lane,Terry,CAN,,,101046,,1 / (1),1.21,Lane
NigroAlessandro,1629,Nigro,Alessandro,ITA,,,97245,,1 / (1),1.21,Nigro
WhitakerLucas,1630,Whitaker,Lucas,CAN,,,97983,,1 / (1),1.16,Whitaker
PearseBen,1631,Pearse,Ben,CAN,,,97229,,1 / (1),1.16,Pearse
CaduffSilas Mael,1632,Caduff,Silas Mael,SUI,,,98341,,1 / (1),1.13,Caduff
LodjinovicVeljko,1633,Lodjinovic,Veljko,SRB,,,100628,,1 / (1),1.12,Lodjinovic
RizziGiovanni,1634,Rizzi,Giovanni,SUI,,,93567,9510445,1 / (1),1.05,Rizzi
Bailly SalinTom,1635,Bailly Salin,Tom,FRA,,,100070,,1 / (1),1.01,Bailly Salin
SeferovicZan,1636,Seferovic,Zan,GER,,,100954,,1 / (1),0.97,Seferovic
UrferAaron,1637,Urfer,Aaron,SUI,,,98626,,1 / (1),0.97,Urfer
SierraMaximilian,1638,Sierra,Maximilian,USA,,,100570,,1 / (1),0.94,Sierra
SvobodaTobias,1639,Svoboda,Tobias,CZE,,,100804,,1 / (1),0.94,Svoboda
TsukudaFumiya,1640,Tsukuda,Fumiya,JPN,,,100818,,1 / (1),0.93,Tsukuda
SchmidtFelix,1641,Schmidt,Felix,GER,,,100783,,1 / (1),0.92,Schmidt
YamamotoYuki,1642,Yamamoto,Yuki,JPN,,,100919,,1 / (1),0.91,Yamamoto
BoylanJoel,1642,Boylan,Joel,CAN,,,80539,,1 / (1),0.91,Boylan
MeiklejohnAlistair,1644,Meiklejohn,Alistair,GBR,,,100994,,1 / (1),0.83,Meiklejohn
DienerArvian,1645,Diener,Arvian,SUI,,,99778,,1 / (1),0.81,Diener
SonodaKo,1646,Sonoda,Ko,JPN,,,100745,,2 / (2),0.79,Sonoda
VasarainenSami,1647,Vasarainen,Sami,FIN,,,100680,,1 / (1),0.76,Vasarainen
ProzMatey,1648,Proz,Matey,CZE,,,100157,,1 / (1),0.68,Proz
RohrmoserMario,1649,Rohrmoser,Mario,AUT,,,101110,,1 / (1),0.66,Rohrmoser
NäslundBjörn,1650,Näslund,Björn,SUI,,,98629,,1 / (1),0.65,#N/A
PolattyRylan,1651,Polatty,Rylan,USA,,,99526,,1 / (1),0.64,Polatty
YoshiokaSeiji,1652,Yoshioka,Seiji,JPN,,,97891,,1 / (1),0.62,Yoshioka
MelansonDaeman,1653,Melanson,Daeman,CAN,,,101047,,1 / (1),0.6,Melanson
MichaleskiMathew,1654,Michaleski,Mathew,CAN,,,100583,,1 / (1),0.58,Michaleski
FischerPatrice,1655,Fischer,Patrice,SUI,,,98344,,1 / (1),0.49,Fischer
BlascoFlavien,1656,Blasco,Flavien,FRA,,,100550,,1 / (1),0.47,Blasco
WernerBenedikt,1657,Werner,Benedikt,GER,,,100779,,1 / (1),0.46,Werner
LounisTiamé,1658,Lounis,Tiamé,SUI,,,99983,,1 / (1),0.32,#N/A
CopelandCain,1659,Copeland,Cain,USA,,,99525,,1 / (1),0.32,Copeland
NoelMaxim,1660,Noel,Maxim,FRA,,,99971,,1 / (1),0.16,Noel
Whitelaw-HolmesZephyr,1661,Whitelaw-Holmes,Zephyr,AUS,,,90537,,1 / (1),0,Whitelaw-Holmes
