riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter, nationality_full  
Redmond Gerard, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, United States, , , , 
Lukas Klingsporn, 1539, 2.93, , , GER, , , , , , , , Germany, , , , 
Jacob Feldbauer, 1540, 2.92, , , USA, , , , , , , , United States, , , , 
Evan Bollag, 1541, 2.91, , , SUI, , , , , , , , Switzerland, , , , 
Ludovico Ranieri-Tenti, 1542, 2.9, , , ITA, , , , , , , , Italy, , , , 
Iorath Hilton, 1542, 2.9, , , GBR, , , , , , , , United Kingdom, , , , 
Gabrielius Baksevicius, 1542, 2.9, , , LTU, , , , , , , , Lithuania, , , , 
Jan Soukup, 1542, 2.9, , , CZE, , , , , , , , Czech Republic, , , , 
Kaias Rinehart, 1546, 2.9, , , USA, , , , , , , , United States, , , , 
Louis Lemarignier, 1547, 2.86, , , AND, , , , , , , , Andorra, , , , 
Noah Brakonier, 1548, 2.84, , , AUT, , , , , , , , Austria, , , , 
Kotaro Oka, 1549, 2.79, , , JPN, , , , , , , , Japan, , , , 
Ethan Pittman, 1550, 2.78, , , CAN, , , , , , , , Canada, , , , 
Yosuke Suzuki, 1550, 2.78, , , JPN, , , , , , , , Japan, , , , 
Luka Vetorazzi, 1501, 4.06, , , AUT, , , , , , , , Austria, , , , 
Edi Martins, 1502, 4.05, , , POR, , , , , , , , POR, , , , 
Yusuke Nagasawa, 1503, 4.03, , , JPN, , , , , , , , Japan, , , , 
Nolan Chisholm, 1504, 3.97, , , CAN, , , , , , , , Canada, , , , 
Platon Arshinov, 1504, 3.97, , , RUS, , , , , , , , Russian Federation, , , , 
Martin Sang, 1506, 3.93, , , FIN, , , , , , , , Finland, , , , 
Nikita Neshkin, 1507, 3.92, , , RUS, , , , , , , , Russian Federation, , , , 
Dominik Hofbauer, 1508, 3.91, , , GER, , , , , , , , Germany, , , , 
Rafael Pereira Azevedo, 1509, 3.88, , , SUI, , , , , , , , Switzerland, , , , 
Tyler England, 1510, 3.87, , , USA, , , , , , , , United States, , , , 
Damien Marchalle-Mix, 1511, 3.85, , , CAN, , , , , , , , Canada, , , , 
Nicolas Cuperlier, 1512, 3.83, , , FRA, , , , , , , , France, , , , 
David Snaer Sveinsson, 1513, 3.81, , , ISL, , , , , , , , Iceland, , , , 
Yaowen Hou, 1514, 3.78, , , CHN, , , , , , , , China, , , , 
Daishi Kawakami, 1515, 3.75, , , JPN, , , , , , , , Japan, , , , 
Jacob Beck, 1516, 3.75, , , CAN, , , , , , , , Canada, , , , 
Carlo Caetano Golland, 1517, 3.72, , , SUI, , , , , , , , Switzerland, , , , 
Bently Schwartz, 1518, 3.7, , , CAN, , , , , , , , Canada, , , , 
Carl Maria Drechsler, 1519, 3.63, , , GER, , , , , , , , Germany, , , , 
Jamie Kiefer, 1520, 3.61, , , SUI, , , , , , , , Switzerland, , , , 
Kanua Steindle, 1521, 3.56, , , GER, , , , , , , , Germany, , , , 
Fynn Darms, 1521, 3.56, , , SUI, , , , , , , , Switzerland, , , , 
Ryunosuke Tokura, 1521, 3.56, , , JPN, , , , , , , , Japan, , , , 
Jackson Michaleski, 1524, 3.55, , , CAN, , , , , , , , Canada, , , , 
Huck Palmiter, 1525, 3.54, , , USA, , , , , , , , United States, , , , 
Nobumasa Kushima, 1526, 3.41, , , JPN, , , , , , , , Japan, , , , 
Jarko Kreuzeder, 1527, 3.4, , , GER, , , , , , , , Germany, , , , 
Tit Markelji, 1528, 3.36, , , AUT, , , , , , , , Austria, , , , 
Yu Maekawa, 1529, 3.24, , , JPN, , , , , , , , Japan, , , , 
Rafael Fidalgo Dias, 1529, 3.24, , , POR, , , , , , , , POR, , , , 
Elijah Stroker, 1531, 3.22, , , USA, , , , , , , , United States, , , , 
Junichi Tamura, 1532, 3.16, , , JPN, , , , , , , , Japan, , , , 
Anton Gudni Einarsson, 1533, 3.13, , , ISL, , , , , , , , Iceland, , , , 
Bertil Rormark, 1534, 3.12, , , NOR, , , , , , , , Norway, , , , 
Teemu Visuri, 1535, 3.12, , , FIN, , , , , , , , Finland, , , , 
Luc Schroeter, 1536, 3.07, , , SUI, , , , , , , , Switzerland, , , , 
Maximilian Ostergaard, 1537, 3.03, , , DEN, , , , , , , , DEN, , , , 
Kai Veitch, 1538, 2.94, , , CAN, , , , , , , , Canada, , , , 
Lukas Klingsporn, 1539, 2.93, , , GER, , , , , , , , Germany, , , , 
Jacob Feldbauer, 1540, 2.92, , , USA, , , , , , , , United States, , , , 
Evan Bollag, 1541, 2.91, , , SUI, , , , , , , , Switzerland, , , , 
Ludovico Ranieri-Tenti, 1542, 2.9, , , ITA, , , , , , , , Italy, , , , 
Iorath Hilton, 1542, 2.9, , , GBR, , , , , , , , United Kingdom, , , , 
Gabrielius Baksevicius, 1542, 2.9, , , LTU, , , , , , , , Lithuania, , , , 
Jan Soukup, 1542, 2.9, , , CZE, , , , , , , , Czech Republic, , , , 
Kaias Rinehart, 1546, 2.9, , , USA, , , , , , , , United States, , , , 
Louis Lemarignier, 1547, 2.86, , , AND, , , , , , , , Andorra, , , , 
Noah Brakonier, 1548, 2.84, , , AUT, , , , , , , , Austria, , , , 
Kotaro Oka, 1549, 2.79, , , JPN, , , , , , , , Japan, , , , 
Ethan Pittman, 1550, 2.78, , , CAN, , , , , , , , Canada, , , , 
Yosuke Suzuki, 1550, 2.78, , , JPN, , , , , , , , Japan, , , , 
Andri Ranzoni, 1552, 2.75, , , SUI, , , , , , , , Switzerland, , , , 
Thomas Hesselink, 1553, 2.73, , , NED, , , , , , , , NED, , , , 
Stefano Aita, 1554, 2.69, , , AUT, , , , , , , , Austria, , , , 
Liam MacNeil, 1554, 2.69, , , CAN, , , , , , , , Canada, , , , 
Ian Porte Ruiz, 1554, 2.69, , , AND, , , , , , , , Andorra, , , , 
Austin Giess, 1557, 2.67, , , AUT, , , , , , , , Austria, , , , 
Jonas Gipiskis, 1558, 2.63, , , LTU, , , , , , , , Lithuania, , , , 
Andri Bischofsberger, 1559, 2.59, , , SUI, , , , , , , , Switzerland, , , , 
Zach Casey, 1560, 2.57, , , USA, , , , , , , , United States, , , , 
Luca Rothenbühler, 1561, 2.55, , , SUI, , , , , , , , Switzerland, , , , 
Adam Pilon, 1562, 2.53, , , USA, , , , , , , , United States, , , , 
Hiroka Kanno, 1563, 2.46, , , JPN, , , , , , , , Japan, , , , 
Cohen Davidson, 1564, 2.44, , , CAN, , , , , , , , Canada, , , , 
Otto Steiger, 1565, 2.43, , , GBR, , , , , , , , United Kingdom, , , , 
Matteo Marcelli, 1566, 2.42, , , ITA, , , , , , , , Italy, , , , 
Nico Nyvelt, 1566, 2.42, , , AUT, , , , , , , , Austria, , , , 
Nathan Del Rue, 1568, 2.37, , , FRA, , , , , , , , France, , , , 
Rytas Petkevicus, 1569, 2.34, , , CAN, , , , , , , , Canada, , , , 
Roope Hynynen, 1570, 2.32, , , FIN, , , , , , , , Finland, , , , 
Moritz Polke, 1571, 2.3, , , GER, , , , , , , , Germany, , , , 
Chuan Yan, 1572, 2.29, , , CHN, , , , , , , , China, , , , 
Cedric Fischer, 1573, 2.27, , , SUI, , , , , , , , Switzerland, , , , 
Zander Davidson, 1574, 2.25, , , USA, , , , , , , , United States, , , , 
Toma Nakagawa, 1575, 2.17, , , JPN, , , , , , , , Japan, , , , 
Ilja Barandun, 1576, 2.1, , , SUI, , , , , , , , Switzerland, , , , 
Viktor Franklin Viktorsson, 1577, 2.08, , , ISL, , , , , , , , Iceland, , , , 
Marco Ringdorfer, 1577, 2.08, , , AUT, , , , , , , , Austria, , , , 
Francisco Romero, 1577, 2.08, , , ESP, , , , , , , , Spain, , , , 
Matous Aurell, 1580, 2.05, , , CZE, , , , , , , , Czech Republic, , , , 
Malo Rondepierre, 1581, 2.01, , , FRA, , , , , , , , France, , , , 
Miles Giess, 1582, 1.99, , , AUT, , , , , , , , Austria, , , , 
Joel Pfister, 1583, 1.94, , , SUI, , , , , , , , Switzerland, , , , 
Vjacheslav Egle, 1584, 1.94, , , RUS, , , , , , , , Russian Federation, , , , 
Brenner Polatty, 1585, 1.93, , , USA, , , , , , , , United States, , , , 
Daisuke Kanazashi, 1586, 1.91, , , JPN, , , , , , , , Japan, , , , 
Oriol Cervos, 1587, 1.9, , , ESP, , , , , , , , Spain, , , , 
Tomohiko Moteki, 1588, 1.86, , , JPN, , , , , , , , Japan, , , , 
Matteo Brandl, 1589, 1.84, , , GER, , , , , , , , Germany, , , , 
Max Bishop, 1590, 1.83, , , CAN, , , , , , , , Canada, , , , 
Eli Brett, 1591, 1.82, , , CAN, , , , , , , , Canada, , , , 
Tibbe Keizer, 1592, 1.81, , , NED, , , , , , , , NED, , , , 
Aiden Lee, 1593, 1.79, , , CAN, , , , , , , , Canada, , , , 
Vincent Graf, 1594, 1.78, , , SUI, , , , , , , , Switzerland, , , , 
Nik Binggeli, 1595, 1.78, , , SUI, , , , , , , , Switzerland, , , , 
Olav Gronlund, 1596, 1.77, , , NOR, , , , , , , , Norway, , , , 
Tomoya Murayama, 1596, 1.77, , , JPN, , , , , , , , Japan, , , , 
Sindre Solberg, 1596, 1.77, , , NOR, , , , , , , , Norway, , , , 
Ethan Veitch, 1599, 1.75, , , CAN, , , , , , , , Canada, , , , 
Lorenzo MacHicao, 1600, 1.7, , , CHI, , , , , , , , CHI, , , , 
Q Talbot, 1601, 1.65, , , CAN, , , , , , , , Canada, , , , 
Kenta Sato, 1602, 1.64, , , JPN, , , , , , , , Japan, , , , 
Finn Oehler, 1603, 1.62, , , SUI, , , , , , , , Switzerland, , , , 
Rogan Isaacs, 1604, 1.61, , , USA, , , , , , , , United States, , , , 
Brett Gower, 1605, 1.6, , , CAN, , , , , , , , Canada, , , , 
Inam Shilwari, 1606, 1.56, , , NOR, , , , , , , , Norway, , , , 
Tuukka Maaninka, 1607, 1.54, , , FIN, , , , , , , , Finland, , , , 
Nathan Harrell, 1608, 1.53, , , USA, , , , , , , , United States, , , , 
Kanel Nang, 1609, 1.46, , , USA, , , , , , , , United States, , , , 
Elijah Van De Langenberg, 1610, 1.46, , , NED, , , , , , , , NED, , , , 
Thadeus Sullivan, 1611, 1.45, , , USA, , , , , , , , United States, , , , 
Teiva Aloy, 1612, 1.42, , , FRA, , , , , , , , France, , , , 
David Babilon, 1613, 1.38, , , GER, , , , , , , , Germany, , , , 
Tobias Paracka, 1614, 1.37, , , SVK, , , , , , , , Slovakia, , , , 
Kaito Ohashi, 1615, 1.37, , , JPN, , , , , , , , Japan, , , , 
Jakub Vosahlo, 1615, 1.37, , , CZE, , , , , , , , Czech Republic, , , , 
Vietar Garvila, 1617, 1.32, , , AUT, , , , , , , , Austria, , , , 
Ben Fisher, 1617, 1.32, , , CAN, , , , , , , , Canada, , , , 
Michael Brandner, 1619, 1.32, , , AUT, , , , , , , , Austria, , , , 
Mauro Caprez, 1620, 1.29, , , SUI, , , , , , , , Switzerland, , , , 
Chance Grummer, 1621, 1.28, , , USA, , , , , , , , United States, , , , 
Hilmar Pall Andrason, 1622, 1.26, , , ISL, , , , , , , , Iceland, , , , 
Hristijan Stojchevski, 1622, 1.26, , , MKD, , , , , , , , Macedonia, The Former Yugoslav Republic of, , , , 
Takuya Ishida, 1624, 1.24, , , JPN, , , , , , , , Japan, , , , 
Yoshitaka Takada, 1625, 1.22, , , JPN, , , , , , , , Japan, , , , 
Terry Lane, 1626, 1.21, , , CAN, , , , , , , , Canada, , , , 
Alessandro Nigro, 1627, 1.21, , , ITA, , , , , , , , Italy, , , , 
Lucas Whitaker, 1628, 1.16, , , CAN, , , , , , , , Canada, , , , 
Ben Pearse, 1629, 1.16, , , CAN, , , , , , , , Canada, , , , 
Silas Mael Caduff, 1630, 1.13, , , SUI, , , , , , , , Switzerland, , , , 
Veljko Lodjinovic, 1631, 1.12, , , SRB, , , , , , , , Serbia, , , , 
Giovanni Rizzi, 1632, 1.05, , , SUI, , , , , , , , Switzerland, , , , 
Tom Bailly Salin, 1633, 1.01, , , FRA, , , , , , , , France, , , , 
Zan Seferovic, 1634, 0.97, , , GER, , , , , , , , Germany, , , , 
Aaron Urfer, 1635, 0.97, , , SUI, , , , , , , , Switzerland, , , , 
Maximilian Sierra, 1636, 0.94, , , USA, , , , , , , , United States, , , , 
Tobias Svoboda, 1637, 0.94, , , CZE, , , , , , , , Czech Republic, , , , 
Fumiya Tsukuda, 1638, 0.93, , , JPN, , , , , , , , Japan, , , , 
Felix Schmidt, 1639, 0.92, , , GER, , , , , , , , Germany, , , , 
Yuki Yamamoto, 1640, 0.91, , , JPN, , , , , , , , Japan, , , , 
Joel Boylan, 1640, 0.91, , , CAN, , , , , , , , Canada, , , , 
Alistair Meiklejohn, 1642, 0.83, , , GBR, , , , , , , , United Kingdom, , , , 
Arvian Diener, 1643, 0.81, , , SUI, , , , , , , , Switzerland, , , , 
Ko Sonoda, 1644, 0.79, , , JPN, , , , , , , , Japan, , , , 
Sami Vasarainen, 1645, 0.76, , , FIN, , , , , , , , Finland, , , , 
Matey Proz, 1646, 0.68, , , CZE, , , , , , , , Czech Republic, , , , 
Mario Rohrmoser, 1647, 0.66, , , AUT, , , , , , , , Austria, , , , 
Björn Näslund, 1648, 0.65, , , SUI, , , , , , , , Switzerland, , , , 
Rylan Polatty, 1649, 0.64, , , USA, , , , , , , , United States, , , , 
Seiji Yoshioka, 1650, 0.62, , , JPN, , , , , , , , Japan, , , , 
Q Talbot, 1601, 1.65, , , CAN, , , , , , , , Canada, , , , 
Kenta Sato, 1602, 1.64, , , JPN, , , , , , , , Japan, , , , 
Finn Oehler, 1603, 1.62, , , SUI, , , , , , , , Switzerland, , , , 
Rogan Isaacs, 1604, 1.61, , , USA, , , , , , , , United States, , , , 
Brett Gower, 1605, 1.6, , , CAN, , , , , , , , Canada, , , , 
Inam Shilwari, 1606, 1.56, , , NOR, , , , , , , , Norway, , , , 
Tuukka Maaninka, 1607, 1.54, , , FIN, , , , , , , , Finland, , , , 
Nathan Harrell, 1608, 1.53, , , USA, , , , , , , , United States, , , , 
Kanel Nang, 1609, 1.46, , , USA, , , , , , , , United States, , , , 
Elijah Van De Langenberg, 1610, 1.46, , , NED, , , , , , , , NED, , , , 
Thadeus Sullivan, 1611, 1.45, , , USA, , , , , , , , United States, , , , 
Teiva Aloy, 1612, 1.42, , , FRA, , , , , , , , France, , , , 
David Babilon, 1613, 1.38, , , GER, , , , , , , , Germany, , , , 
Tobias Paracka, 1614, 1.37, , , SVK, , , , , , , , Slovakia, , , , 
Kaito Ohashi, 1615, 1.37, , , JPN, , , , , , , , Japan, , , , 
Jakub Vosahlo, 1615, 1.37, , , CZE, , , , , , , , Czech Republic, , , , 
Vietar Garvila, 1617, 1.32, , , AUT, , , , , , , , Austria, , , , 
Ben Fisher, 1617, 1.32, , , CAN, , , , , , , , Canada, , , , 
Michael Brandner, 1619, 1.32, , , AUT, , , , , , , , Austria, , , , 
Mauro Caprez, 1620, 1.29, , , SUI, , , , , , , , Switzerland, , , , 
Chance Grummer, 1621, 1.28, , , USA, , , , , , , , United States, , , , 
Hilmar Pall Andrason, 1622, 1.26, , , ISL, , , , , , , , Iceland, , , , 
Hristijan Stojchevski, 1622, 1.26, , , MKD, , , , , , , , Macedonia, The Former Yugoslav Republic of, , , , 
Takuya Ishida, 1624, 1.24, , , JPN, , , , , , , , Japan, , , , 
Yoshitaka Takada, 1625, 1.22, , , JPN, , , , , , , , Japan, , , , 
Terry Lane, 1626, 1.21, , , CAN, , , , , , , , Canada, , , , 
Alessandro Nigro, 1627, 1.21, , , ITA, , , , , , , , Italy, , , , 
Lucas Whitaker, 1628, 1.16, , , CAN, , , , , , , , Canada, , , , 
Ben Pearse, 1629, 1.16, , , CAN, , , , , , , , Canada, , , , 
Silas Mael Caduff, 1630, 1.13, , , SUI, , , , , , , , Switzerland, , , , 
Veljko Lodjinovic, 1631, 1.12, , , SRB, , , , , , , , Serbia, , , , 
Giovanni Rizzi, 1632, 1.05, , , SUI, , , , , , , , Switzerland, , , , 
Tom Bailly Salin, 1633, 1.01, , , FRA, , , , , , , , France, , , , 
Zan Seferovic, 1634, 0.97, , , GER, , , , , , , , Germany, , , , 
Aaron Urfer, 1635, 0.97, , , SUI, , , , , , , , Switzerland, , , , 
Maximilian Sierra, 1636, 0.94, , , USA, , , , , , , , United States, , , , 
Tobias Svoboda, 1637, 0.94, , , CZE, , , , , , , , Czech Republic, , , , 
Fumiya Tsukuda, 1638, 0.93, , , JPN, , , , , , , , Japan, , , , 
Felix Schmidt, 1639, 0.92, , , GER, , , , , , , , Germany, , , , 
Yuki Yamamoto, 1640, 0.91, , , JPN, , , , , , , , Japan, , , , 
Joel Boylan, 1640, 0.91, , , CAN, , , , , , , , Canada, , , , 
Alistair Meiklejohn, 1642, 0.83, , , GBR, , , , , , , , United Kingdom, , , , 
Arvian Diener, 1643, 0.81, , , SUI, , , , , , , , Switzerland, , , , 
Ko Sonoda, 1644, 0.79, , , JPN, , , , , , , , Japan, , , , 
Sami Vasarainen, 1645, 0.76, , , FIN, , , , , , , , Finland, , , , 
Matey Proz, 1646, 0.68, , , CZE, , , , , , , , Czech Republic, , , , 
Mario Rohrmoser, 1647, 0.66, , , AUT, , , , , , , , Austria, , , , 
Björn Näslund, 1648, 0.65, , , SUI, , , , , , , , Switzerland, , , , 
Rylan Polatty, 1649, 0.64, , , USA, , , , , , , , United States, , , , 
Seiji Yoshioka, 1650, 0.62, , , JPN, , , , , , , , Japan, , , , 
Daeman Melanson, 1651, 0.6, , , CAN, , , , , , , , Canada, , , , 
Mathew Michaleski, 1652, 0.58, , , CAN, , , , , , , , Canada, , , , 
Patrice Fischer, 1653, 0.49, , , SUI, , , , , , , , Switzerland, , , , 
Flavien Blasco, 1654, 0.47, , , FRA, , , , , , , , France, , , , 
Benedikt Werner, 1655, 0.46, , , GER, , , , , , , , Germany, , , , 
Tiamé Lounis, 1656, 0.32, , , SUI, , , , , , , , Switzerland, , , , 
Cain Copeland, 1657, 0.32, , , USA, , , , , , , , United States, , , , 
Maxim Noel, 1658, 0.16, , , FRA, , , , , , , , France, , , , 
Zephyr Whitelaw-Holmes, 1659, 0.0, , , AUS, , , , , , , , Australia, , , , 
