lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter, rider_concat_id, 
Bailly Salin,  Tom, 1636, 1.01, , , FRA, france, , , , , , , , tombailly salinfra, 
Seferovic,  Zan, 1637, 0.97, , , GER, germany, , , , , , , , zanseferovicger, 
Urfer,  Aaron, 1638, 0.97, , , SUI, switzerland, , , , , , , , aaronurfersui, 
Sierra,  Maximilian, 1639, 0.94, , , USA, united states, , , , , , , , maximiliansierrausa, 
Svoboda,  Tobias, 1640, 0.94, , , CZE, czech republic, , , , , , , , tobiassvobodacze, 
Tsukuda,  Fumiya, 1641, 0.93, , , JPN, japan, , , , , , , , fumiyatsukudajpn, 
Schmidt,  Felix, 1642, 0.92, , , GER, germany, , , , , , , , felixschmidtger, 
Yamamoto,  Yuki, 1643, 0.91, , , JPN, japan, , , , , , , , yukiyamamotojpn, 
Boylan,  Joel, 1643, 0.91, , , CAN, canada, , , , , , , , joelboylancan, 
Meiklejohn,  Alistair, 1645, 0.83, , , GBR, united kingdom, , , , , , , , alistairmeiklejohngbr, 
Diener,  Arvian, 1646, 0.81, , , SUI, switzerland, , , , , , , , arviandienersui, 
Sonoda,  Ko, 1647, 0.79, , , JPN, japan, , , , , , , , kosonodajpn, 
Vasarainen,  Sami, 1648, 0.76, , , FIN, finland, , , , , , , , samivasarainenfin, 
Proz,  Matey, 1649, 0.68, , , CZE, czech republic, , , , , , , , mateyprozcze, 
Rohrmoser,  Mario, 1650, 0.66, , , AUT, austria, , , , , , , , mariorohrmoseraut, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, , , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, , , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, , , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, , , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, , , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, , , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, , , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, , , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, , , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, , , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, , , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, , , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, , , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, , , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, , , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, , , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, , , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, , , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, , , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, , , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, , , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, , , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, , , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, , , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, , , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, , , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, , , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, , , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, , , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, , , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, , , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, , , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, , , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, , , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, , , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, , , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, , , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, , , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, , , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, , , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, , , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, , , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, , , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, , , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, , , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, , , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, , , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, , , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, , , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, , , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, , , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, , , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, , , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, , , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, , , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, , , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, , , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, , , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, , , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, , , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, , , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, , , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, , , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, , , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, , , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, , , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, , , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, , , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, , , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, , , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, , , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, , , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
Yoshioka,  Seiji, 1653, 0.62, , , JPN, japan, , , , , , , , seijiyoshiokajpn, 
Melanson,  Daeman, 1654, 0.6, , 10, CAN, canada, , , , , , , , daemanmelansoncan, 
Michaleski,  Mathew, 1655, 0.58, , 12, CAN, canada, , , , , , , , mathewmichaleskican, 
Fischer,  Patrice, 1656, 0.49, , , SUI, switzerland, , , , , , , , patricefischersui, 
Blasco,  Flavien, 1657, 0.47, , , FRA, france, , , , , , , , flavienblascofra, 
Werner,  Benedikt, 1658, 0.46, , , GER, germany, , , , , , , , benediktwernerger, 
Lounis,  Tiamé, 1659, 0.32, , , SUI, switzerland, , , , , , , , tiamélounissui, 
Copeland,  Cain, 1660, 0.32, , , USA, united states, , , , , , , , caincopelandusa, 
Noel,  Maxim, 1661, 0.16, , , FRA, france, , , , , , , , maximnoelfra, 
Whitelaw-Holmes,  Zephyr, 1662, 0.0, , , AUS, australia, , , , , , , , zephyrwhitelaw-holmesaus, 
Näslund,  Björn, 1651, 0.65, , , SUI, switzerland, , , , , , , , björnnäslundsui, 
Polatty,  Rylan, 1652, 0.64, , , USA, united states, , , , , , , , rylanpolattyusa, 
