Key,lastName,firstName_nospace, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter ,,,,
NegishiRyota,Negishi,Ryota,  Ryota,1455,5.28, , , JPN, Japan, , , , , , , , , , ,
StefanssonStefan Solvi,Stefansson,Stefan Solvi,  Stefan Solvi,1456,5.25, , , ISL, Iceland, , , , , , , , , , ,
HaberzettlVincent,Haberzettl,Vincent,  Vincent,1457,5.18, , , SUI, Switzerland, , , , , , , , , , ,
KnightJacob,Knight,Jacob,  Jacob,1458,5.17, , , USA, United States, , , , , , , , , , ,
HeserLeander,Heser,Leander,  Leander,1459,5.15, , , GER, Germany, , , , , , , , , , ,
ThorleifssonAsgeir Thor,Thorleifsson,Asgeir Thor,  Asgeir Thor,1460,5.11, , , ISL, Iceland, , , , , , , , , , ,
ArahiraRei,Arahira,Rei,  Rei,1461,5.08, , , JPN, Japan, , , , , , , , , , ,
FritzLeo Angelo,Fritz,Leo Angelo,  Leo Angelo,1462,5.07, , , NOR, Norway, , , , , , , , , , ,
LaminieTheo,Laminie,Theo,  Theo,1462,5.07, , , FRA, France, , , , , , , , , , ,
MelansonRodden,Melanson,Rodden,  Rodden,1464,5, , , CAN, Canada, , , , , , , , , , ,
KimotoTatsuya,Kimoto,Tatsuya,  Tatsuya,1465,4.97, , , JPN, Japan, , , , , , , , , , ,
MooserMaximilian,Mooser,Maximilian,  Maximilian,1466,4.9, , , GER, Germany, , , , , , , , , , ,
MontefuscoFederico,Montefusco,Federico,  Federico,1467,4.89, , , ITA, Italy, , , , , , , , , , ,
KroellLukas,Kroell,Lukas,  Lukas,1468,4.87, , , AUT, Austria, , , , , , , , , , ,
LamonLucien,Lamon,Lucien,  Lucien,1468,4.87, , , SUI, Switzerland, , , , , , , , , , ,
DerungsLaurin,Derungs,Laurin,  Laurin,1470,4.85, , , SUI, Switzerland, , , , , , , , , , ,
DamianoBoomer,Damiano,Boomer,  Boomer,1471,4.84, , , USA, United States, , , , , , , , , , ,
GarciaManel,Garcia,Manel,  Manel,1472,4.82, , , AND, Andorra, , , , , , , , , , ,
PetrotnikMatija,Petrotnik,Matija,  Matija,1473,4.78, , , AUT, Austria, , , , , , , , , , ,
LarkialaDennis,Larkiala,Dennis,  Dennis,1474,4.77, , , FIN, Finland, , , , , , , , , , ,
KonnoRyushin,Konno,Ryushin,  Ryushin,1475,4.74, , , JPN, Japan, , , , , , , , , , ,
Uhlmann-BirchmeierLeo,Uhlmann-Birchmeier,Leo,  Leo,1476,4.69, , , SUI, Switzerland, , , , , , , , , , ,
SchwabLeo,Schwab,Leo,  Leo,1477,4.66, , , GER, Germany, , , , , , , , , , ,
OtaShin,Ota,Shin,  Shin,1478,4.65, , , JPN, Japan, , , , , , , , , , ,
YonkerPierce,Yonker,Pierce,  Pierce,1479,4.63, , , USA, United States, , , , , , , , , , ,
KrayerJulius,Krayer,Julius,  Julius,1480,4.53, , , SUI, Switzerland, , , , , , , , , , ,
BrownJose,Brown,Jose,  Jose,1481,4.51, , , USA, United States, , , , , , , , , , ,
FuchsDominick,Fuchs,Dominick,  Dominick,1482,4.39, , , USA, United States, , , , , , , , , , ,
MollerRobin,Moller,Robin,  Robin,1483,4.38, , , EST, Estonia, , , , , , , , , , ,
NashimotoArata,Nashimoto,Arata,  Arata,1484,4.38, , , JPN, Japan, , , , , , , , , , ,
SchmidGino,Schmid,Gino,  Gino,1485,4.37, , , SUI, Switzerland, , , , , , , , , , ,
PaulNiklas,Paul,Niklas,  Niklas,1486,4.35, , , AUT, Austria, , , , , , , , , , ,
KitamuraKomei,Kitamura,Komei,  Komei,1487,4.34, , , JPN, Japan, , , , , , , , , , ,
CondeJeremias,Conde,Jeremias,  Jeremias,1487,4.34, , , ARG, Argentina, , , , , , , , , , ,
CabaleiroDavid,Cabaleiro,David,  David,1489,4.32, , , ESP, Spain, , , , , , , , , , ,
GarciaGuillermo,Garcia,Guillermo,  Guillermo,1490,4.21, , , ESP, Spain, , , , , , , , , , ,
CharaklievKamen,Charakliev,Kamen,  Kamen,1490,4.21, , , BUL, BUL, , , , , , , , , , ,
WickNando,Wick,Nando,  Nando,1492,4.21, , , SUI, Switzerland, , , , , , , , , , ,
DaytonJames,Dayton,James,  James,1493,4.19, , , USA, United States, , , , , , , , , , ,
AlicalasSamuel Gabriel,Alicalas,Samuel Gabriel,  Samuel Gabriel,1494,4.19, , , CAN, Canada, , , , , , , , , , ,
VidissonVidir Tristan,Vidisson,Vidir Tristan,  Vidir Tristan,1494,4.19, , , ISL, Iceland, , , , , , , , , , ,
BauerMoritz,Bauer,Moritz,  Moritz,1496,4.18, , , GER, Germany, , , , , , , , , , ,
GoldauPaul,Goldau,Paul,  Paul,1497,4.15, , , GER, Germany, , , , , , , , , , ,
HiokiHiroshi,Hioki,Hiroshi,  Hiroshi,1498,4.11, , , JPN, Japan, , , , , , , , , , ,
WyattRyland,Wyatt,Ryland,  Ryland,1499,4.09, , , CAN, Canada, , , , , , , , , , ,
WenedigMarkus,Wenedig,Markus,  Markus,1499,4.09, , , AUT, Austria, , , , , , , , , , ,
VetorazziLuka,Vetorazzi,Luka,  Luka,1501,4.06, , , AUT, Austria, , , , , , , , , , ,
MartinsEdi,Martins,Edi,  Edi,1502,4.05, , , POR, POR, , , , , , , , , , ,
NagasawaYusuke,Nagasawa,Yusuke,  Yusuke,1503,4.03, , , JPN, Japan, , , , , , , , , , ,
ChisholmNolan,Chisholm,Nolan,  Nolan,1504,3.97, , , CAN, Canada, , , , , , , , , , ,
ArshinovPlaton,Arshinov,Platon,  Platon,1504,3.97, , , RUS, Russian Federation, , , , , , , , , , ,
SangMartin,Sang,Martin,  Martin,1506,3.93, , , FIN, Finland, , , , , , , , , , ,
NeshkinNikita,Neshkin,Nikita,  Nikita,1507,3.92, , , RUS, Russian Federation, , , , , , , , , , ,
HofbauerDominik,Hofbauer,Dominik,  Dominik,1508,3.91, , , GER, Germany, , , , , , , , , , ,
Pereira AzevedoRafael,Pereira Azevedo,Rafael,  Rafael,1509,3.88, , , SUI, Switzerland, , , , , , , , , , ,
EnglandTyler,England,Tyler,  Tyler,1510,3.87, , , USA, United States, , , , , , , , , , ,
Marchalle-MixDamien,Marchalle-Mix,Damien,  Damien,1511,3.85, , , CAN, Canada, , , , , , , , , , ,
CuperlierNicolas,Cuperlier,Nicolas,  Nicolas,1512,3.83, , , FRA, France, , , , , , , , , , ,
SveinssonDavid Snaer,Sveinsson,David Snaer,  David Snaer,1513,3.81, , , ISL, Iceland, , , , , , , , , , ,
HouYaowen,Hou,Yaowen,  Yaowen,1514,3.78, , , CHN, China, , , , , , , , , , ,
KawakamiDaishi,Kawakami,Daishi,  Daishi,1515,3.75, , , JPN, Japan, , , , , , , , , , ,
BeckJacob,Beck,Jacob,  Jacob,1516,3.75, , , CAN, Canada, , , , , , , , , , ,
GollandCarlo Caetano,Golland,Carlo Caetano,  Carlo Caetano,1517,3.72, , , SUI, Switzerland, , , , , , , , , , ,
SchwartzBentley,Schwartz,Bentley,  Bentley,1518,3.7, , , CAN, Canada, , , , , , , , , , ,
DrechslerCarl Maria,Drechsler,Carl Maria,  Carl Maria,1519,3.63, , , GER, Germany, , , , , , , , , , ,
KieferJamie,Kiefer,Jamie,  Jamie,1520,3.61, , , SUI, Switzerland, , , , , , , , , , ,
SteindleKanua,Steindle,Kanua,  Kanua,1521,3.56, , , GER, Germany, , , , , , , , , , ,
DarmsFynn,Darms,Fynn,  Fynn,1521,3.56, , , SUI, Switzerland, , , , , , , , , , ,
TokuraRyunosuke,Tokura,Ryunosuke,  Ryunosuke,1521,3.56, , , JPN, Japan, , , , , , , , , , ,
MichaleskiJackson,Michaleski,Jackson,  Jackson,1524,3.55, , , CAN, Canada, , , , , , , , , , ,
PalmiterHuck,Palmiter,Huck,  Huck,1525,3.54, , , USA, United States, , , , , , , , , , ,
KushimaNobumasa,Kushima,Nobumasa,  Nobumasa,1526,3.41, , , JPN, Japan, , , , , , , , , , ,
KreuzederJarko,Kreuzeder,Jarko,  Jarko,1527,3.4, , , GER, Germany, , , , , , , , , , ,
MarkeljiTit,Markelji,Tit,  Tit,1528,3.36, , , AUT, Austria, , , , , , , , , , ,
MaekawaYu,Maekawa,Yu,  Yu,1529,3.24, , , JPN, Japan, , , , , , , , , , ,
Fidalgo DiasRafael,Fidalgo Dias,Rafael,  Rafael,1529,3.24, , , POR, POR, , , , , , , , , , ,
StrokerElijah,Stroker,Elijah,  Elijah,1531,3.22, , , USA, United States, , , , , , , , , , ,
TamuraJunichi,Tamura,Junichi,  Junichi,1532,3.16, , , JPN, Japan, , , , , , , , , , ,
EinarssonAnton Gudni,Einarsson,Anton Gudni,  Anton Gudni,1533,3.13, , , ISL, Iceland, , , , , , , , , , ,
RormarkBertil,Rormark,Bertil,  Bertil,1534,3.12, , , NOR, Norway, , , , , , , , , , ,
VisuriTeemu,Visuri,Teemu,  Teemu,1535,3.12, , , FIN, Finland, , , , , , , , , , ,
SchroeterLuc,Schroeter,Luc,  Luc,1536,3.07, , , SUI, Switzerland, , , , , , , , , , ,
OstergaardMaximilian,Ostergaard,Maximilian,  Maximilian,1537,3.03, , , DEN, DEN, , , , , , , , , , ,
VeitchKai,Veitch,Kai,  Kai,1538,2.94, , , CAN, Canada, , , , , , , , , , ,
KlingspornLukas,Klingsporn,Lukas,  Lukas,1539,2.93, , , GER, Germany, , , , , , , , , , ,
FeldbauerJacob,Feldbauer,Jacob,  Jacob,1540,2.92, , , USA, United States, , , , , , , , , , ,
BollagEvan,Bollag,Evan,  Evan,1541,2.91, , , SUI, Switzerland, , , , , , , , , , ,
Ranieri-TentiLudovico,Ranieri-Tenti,Ludovico,  Ludovico,1542,2.9, , , ITA, Italy, , , , , , , , , , ,
HiltonIorath,Hilton,Iorath,  Iorath,1542,2.9, , , GBR, United Kingdom, , , , , , , , , , ,
BakseviciusGabrielius,Baksevicius,Gabrielius,  Gabrielius,1542,2.9, , , LTU, Lithuania, , , , , , , , , , ,
SoukupJan,Soukup,Jan,  Jan,1542,2.9, , , CZE, Czech Republic, , , , , , , , , , ,
RinehartKaias,Rinehart,Kaias,  Kaias,1546,2.9, , , USA, United States, , , , , , , , , , ,
LemarignierLouis,Lemarignier,Louis,  Louis,1547,2.86, , , AND, Andorra, , , , , , , , , , ,
BrakonierNoah,Brakonier,Noah,  Noah,1548,2.84, , , AUT, Austria, , , , , , , , , , ,
OkaKotaro,Oka,Kotaro,  Kotaro,1549,2.79, , , JPN, Japan, , , , , , , , , , ,
PittmanEthan,Pittman,Ethan,  Ethan,1550,2.78, , , CAN, Canada, , , , , , , , , , ,
SuzukiYosuke,Suzuki,Yosuke,  Yosuke,1550,2.78, , , JPN, Japan, , , , , , , , , , ,
RanzoniAndri,Ranzoni,Andri,  Andri,1552,2.75, , , SUI, Switzerland, , , , , , , , , , ,
HesselinkThomas,Hesselink,Thomas,  Thomas,1553,2.73, , , NED, NED, , , , , , , , , , ,
AitaStefano,Aita,Stefano,  Stefano,1554,2.69, , , AUT, Austria, , , , , , , , , , ,
MacNeilLiam,MacNeil,Liam,  Liam,1554,2.69, , , CAN, Canada, , , , , , , , , , ,
Porte RuizIan,Porte Ruiz,Ian,  Ian,1554,2.69, , , AND, Andorra, , , , , , , , , , ,
GiessAustin,Giess,Austin,  Austin,1557,2.67, , , AUT, Austria, , , , , , , , , , ,
GipiskisJonas,Gipiskis,Jonas,  Jonas,1558,2.63, , , LTU, Lithuania, , , , , , , , , , ,
BischofsbergerAndri,Bischofsberger,Andri,  Andri,1559,2.59, , , SUI, Switzerland, , , , , , , , , , ,
CaseyZach,Casey,Zach,  Zach,1560,2.57, , , USA, United States, , , , , , , , , , ,
RothenbühlerLuca,Rothenbühler,Luca,  Luca,1561,2.55, , , SUI, Switzerland, , , , , , , , , , ,
PilonAdam,Pilon,Adam,  Adam,1562,2.53, , , USA, United States, , , , , , , , , , ,
KannoHiroka,Kanno,Hiroka,  Hiroka,1563,2.46, , , JPN, Japan, , , , , , , , , , ,
DavidsonCohen,Davidson,Cohen,  Cohen,1564,2.44, , , CAN, Canada, , , , , , , , , , ,
SteigerOtto,Steiger,Otto,  Otto,1565,2.43, , , GBR, United Kingdom, , , , , , , , , , ,
MarcelliMatteo,Marcelli,Matteo,  Matteo,1566,2.42, , , ITA, Italy, , , , , , , , , , ,
NyveltNico,Nyvelt,Nico,  Nico,1566,2.42, , , AUT, Austria, , , , , , , , , , ,
Del RueNathan,Del Rue,Nathan,  Nathan,1568,2.37, , , FRA, France, , , , , , , , , , ,
PetkevicusRytas,Petkevicus,Rytas,  Rytas,1569,2.34, , , CAN, Canada, , , , , , , , , , ,
HynynenRoope,Hynynen,Roope,  Roope,1570,2.32, , , FIN, Finland, , , , , , , , , , ,
PolkeMoritz,Polke,Moritz,  Moritz,1571,2.3, , , GER, Germany, , , , , , , , , , ,
YanChuan,Yan,Chuan,  Chuan,1572,2.29, , , CHN, China, , , , , , , , , , ,
FischerCedric,Fischer,Cedric,  Cedric,1573,2.27, , , SUI, Switzerland, , , , , , , , , , ,
DavidsonZander,Davidson,Zander,  Zander,1574,2.25, , , USA, United States, , , , , , , , , , ,
NakagawaToma,Nakagawa,Toma,  Toma,1575,2.17, , , JPN, Japan, , , , , , , , , , ,
BarandunIlja,Barandun,Ilja,  Ilja,1576,2.1, , , SUI, Switzerland, , , , , , , , , , ,
ViktorssonViktor Franklin,Viktorsson,Viktor Franklin,  Viktor Franklin,1577,2.08, , , ISL, Iceland, , , , , , , , , , ,
RingdorferMarco,Ringdorfer,Marco,  Marco,1577,2.08, , , AUT, Austria, , , , , , , , , , ,
RomeroFrancisco,Romero,Francisco,  Francisco,1577,2.08, , , ESP, Spain, , , , , , , , , , ,
AurellMatous,Aurell,Matous,  Matous,1580,2.05, , , CZE, Czech Republic, , , , , , , , , , ,
RondepierreMalo,Rondepierre,Malo,  Malo,1581,2.01, , , FRA, France, , , , , , , , , , ,
GiessMiles,Giess,Miles,  Miles,1582,1.99, , , AUT, Austria, , , , , , , , , , ,
PfisterJoel,Pfister,Joel,  Joel,1583,1.94, , , SUI, Switzerland, , , , , , , , , , ,
EgleVyacheslav,Egle,Vyacheslav,  Vyacheslav,1584,1.94, , , RUS, Russian Federation, , , , , , , , , , ,
PolattyBrenner,Polatty,Brenner,  Brenner,1585,1.93, , , USA, United States, , , , , , , , , , ,
KanazashiDaisuke,Kanazashi,Daisuke,  Daisuke,1586,1.91, , , JPN, Japan, , , , , , , , , , ,
CervosOriol,Cervos,Oriol,  Oriol,1587,1.9, , , ESP, Spain, , , , , , , , , , ,
MotekiTomohiko,Moteki,Tomohiko,  Tomohiko,1588,1.86, , , JPN, Japan, , , , , , , , , , ,
BrandlMatteo,Brandl,Matteo,  Matteo,1589,1.84, , , GER, Germany, , , , , , , , , , ,
BishopMax,Bishop,Max,  Max,1590,1.83, , , CAN, Canada, , , , , , , , , , ,
BrettEli,Brett,Eli,  Eli,1591,1.82, , , CAN, Canada, , , , , , , , , , ,
KeizerTibbe,Keizer,Tibbe,  Tibbe,1592,1.81, , , NED, NED, , , , , , , , , , ,
LeeAiden,Lee,Aiden,  Aiden,1593,1.79, , , CAN, Canada, , , , , , , , , , ,
GrafVincent,Graf,Vincent,  Vincent,1594,1.78, , , SUI, Switzerland, , , , , , , , , , ,
BinggeliNik,Binggeli,Nik,  Nik,1595,1.78, , , SUI, Switzerland, , , , , , , , , , ,
GronlundOlav,Gronlund,Olav,  Olav,1596,1.77, , , NOR, Norway, , , , , , , , , , ,
MurayamaTomoya,Murayama,Tomoya,  Tomoya,1596,1.77, , , JPN, Japan, , , , , , , , , , ,
SolbergSindre,Solberg,Sindre,  Sindre,1596,1.77, , , NOR, Norway, , , , , , , , , , ,
VeitchEthan,Veitch,Ethan,  Ethan,1599,1.75, , , CAN, Canada, , , , , , , , , , ,
MacHicaoLorenzo,MacHicao,Lorenzo,  Lorenzo,1600,1.7, , , CHI, CHI, , , , , , , , , , ,
TALBOT-JONESJonathan,TALBOT-JONES,Jonathan,  Jonathan,1601,1.65, , , CAN, Canada, , , , , , , , , , ,
SatoKenta,Sato,Kenta,  Kenta,1602,1.64, , , JPN, Japan, , , , , , , , , , ,
OehlerFinn,Oehler,Finn,  Finn,1603,1.62, , , SUI, Switzerland, , , , , , , , , , ,
IsaacsRogan,Isaacs,Rogan,  Rogan,1604,1.61, , , USA, United States, , , , , , , , , , ,
GowerBrett,Gower,Brett,  Brett,1605,1.6, , , CAN, Canada, , , , , , , , , , ,
ShilwariInam,Shilwari,Inam,  Inam,1606,1.56, , , NOR, Norway, , , , , , , , , , ,
MaaninkaTuukka,Maaninka,Tuukka,  Tuukka,1607,1.54, , , FIN, Finland, , , , , , , , , , ,
HarrellNathan,Harrell,Nathan,  Nathan,1608,1.53, , , USA, United States, , , , , , , , , , ,
NangKanel,Nang,Kanel,  Kanel,1609,1.46, , , USA, United States, , , , , , , , , , ,
Van De LangenbergElijah,Van De Langenberg,Elijah,  Elijah,1610,1.46, , , NED, NED, , , , , , , , , , ,
SullivanThadeus,Sullivan,Thadeus,  Thadeus,1611,1.45, , , USA, United States, , , , , , , , , , ,
AloyTeiva,Aloy,Teiva,  Teiva,1612,1.42, , , FRA, France, , , , , , , , , , ,
BabilonDavid,Babilon,David,  David,1613,1.38, , , GER, Germany, , , , , , , , , , ,
ParackaTobias,Paracka,Tobias,  Tobias,1614,1.37, , , SVK, Slovakia, , , , , , , , , , ,
OhashiKaito,Ohashi,Kaito,  Kaito,1615,1.37, , , JPN, Japan, , , , , , , , , , ,
VosahloJakub,Vosahlo,Jakub,  Jakub,1615,1.37, , , CZE, Czech Republic, , , , , , , , , , ,
GarvilaVietar,Garvila,Vietar,  Vietar,1617,1.32, , , AUT, Austria, , , , , , , , , , ,
FisherBen,Fisher,Ben,  Ben,1617,1.32, , , CAN, Canada, , , , , , , , , , ,
BrandnerMichael,Brandner,Michael,  Michael,1619,1.32, , , AUT, Austria, , , , , , , , , , ,
CaprezMauro,Caprez,Mauro,  Mauro,1620,1.29, , , SUI, Switzerland, , , , , , , , , , ,
GrummerChance,Grummer,Chance,  Chance,1621,1.28, , , USA, United States, , , , , , , , , , ,
AndrasonHilmar Pall,Andrason,Hilmar Pall,  Hilmar Pall,1622,1.26, , , ISL, Iceland, , , , , , , , , , ,
StojchevskiHristijan,Stojchevski,Hristijan,  Hristijan,1622,1.26, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
IshidaTakuya,Ishida,Takuya,  Takuya,1624,1.24, , , JPN, Japan, , , , , , , , , , ,
TakadaYoshitaka,Takada,Yoshitaka,  Yoshitaka,1625,1.22, , , JPN, Japan, , , , , , , , , , ,
LaneTerry,Lane,Terry,  Terry,1626,1.21, , , CAN, Canada, , , , , , , , , , ,
NigroAlessandro,Nigro,Alessandro,  Alessandro,1627,1.21, , , ITA, Italy, , , , , , , , , , ,
WhitakerLucas,Whitaker,Lucas,  Lucas,1628,1.16, , , CAN, Canada, , , , , , , , , , ,
PearseBen,Pearse,Ben,  Ben,1629,1.16, , , CAN, Canada, , , , , , , , , , ,
CaduffSilas Mael,Caduff,Silas Mael,  Silas Mael,1630,1.13, , , SUI, Switzerland, , , , , , , , , , ,
LodjinovicVeljko,Lodjinovic,Veljko,  Veljko,1631,1.12, , , SRB, Serbia, , , , , , , , , , ,
RizziGiovanni,Rizzi,Giovanni,  Giovanni,1632,1.05, , , SUI, Switzerland, , , , , , , , , , ,
Bailly SalinTom,Bailly Salin,Tom,  Tom,1633,1.01, , , FRA, France, , , , , , , , , , ,
SeferovicZan,Seferovic,Zan,  Zan,1634,0.97, , , GER, Germany, , , , , , , , , , ,
UrferAaron,Urfer,Aaron,  Aaron,1635,0.97, , , SUI, Switzerland, , , , , , , , , , ,
SierraMaximilian,Sierra,Maximilian,  Maximilian,1636,0.94, , , USA, United States, , , , , , , , , , ,
SvobodaTobias,Svoboda,Tobias,  Tobias,1637,0.94, , , CZE, Czech Republic, , , , , , , , , , ,
TsukudaFumiya,Tsukuda,Fumiya,  Fumiya,1638,0.93, , , JPN, Japan, , , , , , , , , , ,
SchmidtFelix,Schmidt,Felix,  Felix,1639,0.92, , , GER, Germany, , , , , , , , , , ,
YamamotoYuki,Yamamoto,Yuki,  Yuki,1640,0.91, , , JPN, Japan, , , , , , , , , , ,
BoylanJoel,Boylan,Joel,  Joel,1640,0.91, , , CAN, Canada, , , , , , , , , , ,
MeiklejohnAlistair,Meiklejohn,Alistair,  Alistair,1642,0.83, , , GBR, United Kingdom, , , , , , , , , , ,
DienerArvian,Diener,Arvian,  Arvian,1643,0.81, , , SUI, Switzerland, , , , , , , , , , ,
SonodaKo,Sonoda,Ko,  Ko,1644,0.79, , , JPN, Japan, , , , , , , , , , ,
VasarainenSami,Vasarainen,Sami,  Sami,1645,0.76, , , FIN, Finland, , , , , , , , , , ,
ProzMatey,Proz,Matey,  Matey,1646,0.68, , , CZE, Czech Republic, , , , , , , , , , ,
RohrmoserMario,Rohrmoser,Mario,  Mario,1647,0.66, , , AUT, Austria, , , , , , , , , , ,
NäslundBjörn,Näslund,Björn,  Björn,1648,0.65, , , SUI, Switzerland, , , , , , , , , , ,
PolattyRylan,Polatty,Rylan,  Rylan,1649,0.64, , , USA, United States, , , , , , , , , , ,
YoshiokaSeiji,Yoshioka,Seiji,  Seiji,1650,0.62, , , JPN, Japan, , , , , , , , , , ,
MelansonDaeman,Melanson,Daeman,  Daeman,1651,0.6, , , CAN, Canada, , , , , , , , , , ,
MichaleskiMathew,Michaleski,Mathew,  Mathew,1652,0.58, , , CAN, Canada, , , , , , , , , , ,
FischerPatrice,Fischer,Patrice,  Patrice,1653,0.49, , , SUI, Switzerland, , , , , , , , , , ,
BlascoFlavien,Blasco,Flavien,  Flavien,1654,0.47, , , FRA, France, , , , , , , , , , ,
WernerBenedikt,Werner,Benedikt,  Benedikt,1655,0.46, , , GER, Germany, , , , , , , , , , ,
LounisTiamé,Lounis,Tiamé,  Tiamé,1656,0.32, , , SUI, Switzerland, , , , , , , , , , ,
CopelandCain,Copeland,Cain,  Cain,1657,0.32, , , USA, United States, , , , , , , , , , ,
NoelMaxim,Noel,Maxim,  Maxim,1658,0.16, , , FRA, France, , , , , , , , , , ,
Whitelaw-HolmesZephyr,Whitelaw-Holmes,Zephyr,  Zephyr,1659,0, , , AUS, Australia, , , , , , , , , , ,
